MZ	sumIntensity
820.7	2577
1031.657	2576
829.61	2575
772.72	2575
926.625	2575
705.797	2575
675.211	2575
855.69	2574
638.743	2574
890.729	2574
697.335	2574
649.6	2574
766.766	2573
939.944	2573
787.13	2573
889.676	2572
663.763	2572
726.732	2572
670.757	2571
794.194	2571
686.754	2571
797.243	2571
707.181	2571
681.355	2571
1018.502	2570
668.77	2570
855.102	2570
616.658	2570
805.057	2569
806.147	2569
831.986	2569
829.146	2569
809.657	2569
729.142	2569
720.728	2569
699.695	2568
913.56	2568
934.321	2567
810.849	2567
725.648	2567
711.867	2566
788.791	2566
873.053	2565
888.276	2565
678.587	2565
938.167	2564
843.69	2564
786.809	2564
840.629	2564
636.739	2564
717.691	2564
782.669	2563
571.59	2563
874.184	2562
506.104	2562
822.099	2561
703.153	2560
871.61	2560
847.604	2560
591.739	2559
852.17	2559
857.624	2559
646.731	2559
743.71	2558
757.665	2558
960.713	2558
616.746	2558
726.191	2557
690.506	2557
836.156	2557
1032.2	2556
748.222	2556
737.65	2556
890.234	2556
745.694	2555
694.68	2555
728.731	2555
896.496	2554
764.247	2554
779.1	2554
741.871	2553
940.708	2553
947.705	2553
883.696	2553
816.637	2553
776.645	2553
674.229	2552
913.789	2552
1020.065	2552
695.684	2552
836.776	2551
727.201	2550
634.719	2550
797.223	2550
839.567	2550
768.216	2550
842.694	2550
850.664	2550
850.716	2549
797.193	2549
803.136	2549
697.715	2549
690.878	2549
723.319	2548
771.247	2548
733.719	2548
828.736	2547
903.091	2547
1016.725	2546
889.068	2546
672.765	2546
794.142	2546
617.639	2546
462.697	2546
739.258	2545
789.707	2545
591.184	2545
721.753	2545
720.268	2545
492.818	2544
615.745	2544
789.696	2544
796.342	2544
741.797	2544
914.198	2544
789.63	2543
710.705	2543
938.628	2543
919.646	2543
717.226	2543
755.348	2543
679.726	2543
651.846	2543
704.117	2543
719.697	2543
456.718	2543
1054.69	2542
923.566	2542
723.162	2542
644.747	2542
520.143	2542
773.735	2541
858.083	2541
754.726	2541
785.71	2541
746.398	2540
789.844	2540
800.656	2540
775.645	2540
802.28	2540
831.748	2539
955.738	2539
847.736	2539
654.27	2539
900.201	2538
1000.213	2538
633.812	2538
725.294	2538
905.6	2537
767.291	2537
589.713	2536
766.752	2536
683.778	2536
731.754	2536
746.394	2536
964.758	2535
827.143	2535
851.151	2535
761.759	2535
1070.479	2535
768.732	2535
711.784	2535
911.129	2534
771.198	2534
777.137	2534
777.639	2534
818.218	2534
733.724	2533
745.757	2533
729.67	2533
630.629	2533
948.148	2532
1054.228	2532
718.774	2532
816.219	2532
681.746	2532
815.213	2532
471.707	2532
813.814	2530
636.766	2530
737.836	2530
741.767	2529
874.387	2529
578.749	2529
862.151	2529
777.818	2528
721.709	2528
718.344	2528
932.731	2527
695.768	2527
782.65	2527
778.293	2527
894.552	2527
728.125	2527
757.098	2527
913.732	2527
837.832	2526
748.666	2526
686.685	2526
679.8	2526
618.781	2526
679.795	2526
939.311	2525
814.773	2525
840.713	2525
759.645	2525
875.727	2525
645.307	2525
581.761	2525
896.615	2524
935.76	2524
752.235	2524
693.724	2524
789.129	2523
816.643	2523
805.171	2522
801.672	2522
730.803	2522
651.602	2522
730.26	2521
740.11	2520
729.158	2520
636.764	2520
701.657	2520
408.764	2520
783.694	2519
682.872	2518
915.676	2518
596.391	2518
721.787	2517
764.863	2517
645.772	2517
769.672	2517
803.28	2516
810.676	2516
904.663	2516
722.818	2516
1096.272	2515
660.75	2515
852.716	2515
780.703	2514
762.826	2514
670.304	2514
776.219	2514
635.767	2513
758.703	2513
793.652	2513
731.112	2513
502.135	2513
593.892	2513
705.748	2513
860.091	2512
711.206	2512
715.68	2512
614.723	2512
581.257	2512
787.425	2511
665.726	2511
576.777	2511
1049.249	2510
847.16	2510
717.68	2510
619.729	2510
649.576	2510
802.173	2509
749.635	2509
800.683	2509
792.355	2508
992.544	2508
895.857	2508
626.258	2508
919.215	2508
662.185	2508
795.286	2508
903.78	2508
755.726	2507
1029.643	2507
729.784	2507
757.312	2507
838.161	2507
666.749	2507
446.124	2507
850.675	2506
815.316	2506
880.068	2506
807.647	2506
914.181	2506
781.736	2506
669.798	2506
647.795	2506
705.801	2506
693.742	2506
855.343	2506
504.779	2506
474.75	2505
830.739	2505
773.165	2505
952.739	2505
934.682	2505
877.09	2504
746.811	2504
456.7	2503
587.746	2503
765.703	2503
431.092	2503
977.672	2502
813.662	2502
652.75	2502
958.781	2502
750.789	2502
776.81	2502
822.686	2501
859.151	2500
789.267	2500
596.742	2500
691.251	2500
710.656	2499
891.228	2499
879.641	2499
844.179	2499
720.77	2499
692.796	2499
773.683	2499
782.785	2499
897.58	2498
816.148	2498
784.204	2498
743.251	2498
798.248	2498
748.73	2497
798.738	2496
660.71	2496
925.324	2496
770.726	2496
817.851	2496
812.167	2495
731.755	2495
479.673	2495
841.723	2494
647.728	2494
801.651	2494
682.271	2494
712.732	2494
746.596	2494
732.714	2494
641.77	2493
830.266	2493
808.1	2493
444.741	2493
824.827	2492
850.708	2492
691.689	2492
620.42	2491
891.683	2491
838.774	2491
536.164	2491
704.169	2490
886.979	2490
742.78	2490
928.171	2489
910.669	2489
819.115	2489
738.16	2489
586.704	2489
671.78	2489
756.799	2488
624.729	2488
597.64	2488
607.612	2488
997.514	2487
714.767	2487
867.642	2487
905.016	2487
917.707	2487
1036.55	2487
772.167	2487
690.14	2487
658.804	2487
775.144	2486
732.713	2486
741.201	2486
889.726	2486
845.635	2486
786.728	2486
754.115	2486
566.207	2486
822.627	2485
662.678	2485
544.269	2485
966.728	2484
849.695	2484
810.261	2484
423.796	2484
786.085	2483
619.219	2483
756.719	2483
853.714	2483
795.271	2483
703.704	2482
771.413	2482
831.214	2481
789.678	2481
892.187	2481
792.15	2481
793.172	2480
795.678	2480
837.622	2480
739.714	2480
813.128	2480
789.697	2480
837.279	2480
666.23	2480
907.374	2480
861.674	2479
793.147	2479
862.693	2479
800.667	2479
609.249	2479
657.226	2479
672.81	2479
819.218	2478
777.68	2478
684.177	2478
697.686	2478
732.229	2478
717.381	2478
728.216	2478
766.671	2478
791.7	2478
806.221	2477
815.675	2477
572.227	2477
754.707	2477
666.856	2477
476.748	2476
1020.641	2475
750.147	2475
811.628	2475
819.837	2475
919.277	2475
792.785	2474
880.715	2474
682.812	2474
785.131	2473
813.092	2473
601.889	2473
616.765	2472
783.685	2472
912.671	2472
745.252	2472
771.684	2471
932.981	2471
635.214	2471
609.228	2471
693.181	2471
820.208	2471
821.716	2471
826.718	2470
715.689	2470
912.214	2470
695.708	2470
703.778	2470
675.765	2470
625.79	2469
833.787	2469
666.804	2469
924.672	2468
668.271	2468
665.744	2468
675.241	2468
702.76	2468
634.224	2468
538.746	2467
737.186	2467
756.213	2467
681.324	2467
878.718	2466
713.282	2466
895.215	2466
701.791	2466
726.422	2466
496.709	2465
945.29	2465
657.184	2465
668.28	2465
971.63	2465
742.635	2465
779.776	2465
810.24	2464
630.788	2464
701.244	2464
863.162	2464
627.569	2464
619.802	2463
863.656	2463
878.209	2463
635.299	2463
676.193	2463
615.651	2463
799.703	2462
888.606	2462
728.714	2462
915.397	2462
513.782	2461
686.694	2461
901.616	2461
777.667	2461
709.723	2461
621.641	2461
476.691	2461
769.758	2460
722.678	2460
556.796	2460
710.739	2460
673.309	2460
666.835	2460
944.662	2459
624.751	2459
775.766	2459
743.705	2459
798.741	2459
652.721	2459
721.177	2459
735.198	2459
476.666	2459
850.125	2458
906.058	2458
570.737	2458
714.256	2458
828.733	2457
881.077	2457
733.727	2456
800.685	2456
953.064	2455
960.169	2455
776.129	2455
954.729	2455
722.791	2455
801.105	2454
801.162	2454
768.812	2454
626.188	2454
683.815	2454
583.791	2454
612.249	2454
412.715	2454
685.217	2453
758.303	2453
844.628	2453
598.804	2453
891.231	2453
589.727	2452
547.778	2452
694.656	2451
676.312	2451
806.641	2451
655.242	2451
801.712	2451
687.127	2450
748.668	2450
942.22	2450
853.078	2450
807.704	2450
600.712	2450
949.689	2449
751.785	2449
723.652	2449
767.775	2449
432.896	2449
800.734	2449
547.264	2449
898.853	2448
673.298	2448
745.778	2448
722.751	2448
702.752	2448
742.782	2448
657.721	2448
629.761	2447
783.127	2447
710.727	2447
1221.993	2447
612.802	2447
724.813	2447
769.249	2447
873.152	2446
691.702	2446
801.65	2446
815.451	2446
831.196	2445
647.296	2445
736.677	2445
1019.269	2444
706.694	2444
776.831	2444
748.725	2444
926.567	2443
816.273	2443
887.184	2442
956.162	2441
756.279	2441
798.645	2441
686.194	2441
1034.617	2441
661.719	2441
651.6	2441
806.678	2440
817.676	2440
685.695	2440
871.033	2439
767.669	2439
736.198	2439
827.318	2439
753.697	2439
672.78	2438
976.162	2438
654.791	2438
827.397	2438
856.09	2438
871.667	2438
781.377	2438
757.694	2438
653.782	2438
704.141	2438
718.215	2438
854.663	2437
762.247	2437
802.75	2437
794.22	2437
815.265	2437
565.812	2437
780.208	2437
621.287	2436
1368.167	2436
767.122	2436
799.745	2436
781.12	2436
807.145	2436
854.206	2436
808.65	2436
746.737	2436
672.133	2436
667.747	2436
961.657	2435
687.728	2435
683.719	2435
837.679	2435
546.216	2435
767.712	2435
528.767	2435
670.748	2434
660.722	2434
760.767	2434
779.292	2434
788.303	2434
662.181	2434
880.189	2434
827.643	2434
805.858	2434
580.763	2434
686.827	2434
831.678	2434
842.185	2434
673.711	2434
946.694	2433
803.812	2433
874.097	2432
608.257	2432
740.702	2432
623.792	2432
915.628	2432
719.65	2432
714.711	2431
936.628	2431
670.719	2431
512.687	2430
716.652	2430
801.75	2430
649.749	2430
829.786	2430
693.775	2430
978.034	2429
574.747	2429
620.726	2429
719.714	2428
758.692	2428
705.288	2428
756.676	2428
719.753	2427
686.734	2427
813.078	2426
671.729	2426
810.78	2426
564.784	2426
579.747	2426
671.211	2425
869.776	2425
682.676	2425
684.718	2425
591.712	2425
900.074	2425
643.228	2425
672.293	2424
663.722	2424
607.735	2424
740.162	2424
729.736	2424
592.725	2423
755.71	2423
787.312	2423
615.727	2423
590.747	2423
672.381	2423
886.195	2422
592.735	2422
683.748	2422
826.853	2422
804.216	2422
761.684	2422
684.788	2421
728.699	2421
749.387	2421
766.757	2421
446.769	2420
721.811	2420
714.73	2420
697.654	2420
1054.06	2420
738.828	2420
809.153	2420
554.794	2420
843.705	2420
750.136	2419
730.693	2419
741.793	2419
765.684	2419
799.596	2419
670.823	2419
783.73	2418
840.133	2418
942.69	2418
638.243	2418
855.268	2417
626.716	2417
788.284	2417
765.723	2417
629.749	2417
696.713	2417
717.647	2417
698.325	2417
931.87	2417
660.818	2417
691.741	2416
588.248	2415
910.169	2415
887.667	2415
1148.289	2415
878.664	2415
751.161	2415
661.144	2415
714.723	2414
878.133	2414
698.26	2414
864.278	2414
678.252	2414
684.741	2414
785.189	2413
893.623	2413
835.144	2413
576.795	2413
679.7	2412
684.815	2412
904.167	2412
714.659	2412
696.809	2412
770.713	2411
749.706	2411
717.456	2411
671.811	2411
642.788	2411
821.63	2411
630.616	2411
1053.5	2410
703.207	2410
662.218	2410
963.666	2410
681.224	2410
868.157	2410
997.729	2409
698.811	2409
740.192	2409
846.693	2409
821.705	2409
854.746	2408
820.654	2408
816.158	2408
683.668	2408
697.737	2408
801.137	2408
757.766	2408
923.113	2407
786.544	2407
660.872	2407
739.208	2407
562.637	2407
908.047	2406
764.814	2406
756.291	2406
637.759	2406
740.824	2406
837.687	2405
791.707	2405
608.21	2405
648.287	2405
649.706	2405
545.819	2405
638.225	2405
485.803	2405
640.231	2405
657.773	2404
977.577	2404
676.735	2404
743.88	2404
738.811	2404
755.852	2404
593.768	2404
781.743	2404
562.726	2404
731.216	2404
729.631	2403
843.7	2403
810.609	2403
763.717	2403
820.214	2403
667.714	2403
760.706	2403
656.743	2403
802.142	2402
779.13	2402
794.17	2402
725.189	2402
788.312	2402
771.617	2402
796.764	2402
584.797	2401
751.179	2401
690.163	2401
737.682	2401
729.275	2401
741.24	2401
678.785	2400
807.177	2400
711.295	2400
718.631	2399
851.743	2399
757.699	2399
849.15	2399
670.769	2399
596.76	2399
700.29	2399
742.723	2399
539.794	2398
772.205	2397
769.733	2397
644.722	2397
626.181	2397
740.161	2397
647.2	2396
841.299	2396
572.741	2396
618.308	2396
761.702	2396
668.182	2396
867.617	2396
861.688	2396
669.77	2396
481.817	2395
823.291	2395
706.313	2395
602.721	2395
772.164	2394
877.22	2394
836.169	2394
694.662	2393
896.649	2393
630.87	2393
741.766	2393
530.605	2393
795.353	2392
708.695	2392
829.693	2392
735.228	2392
622.302	2392
630.849	2392
978.474	2392
636.774	2392
834.444	2392
611.643	2392
792.789	2391
997.72	2391
719.331	2391
698.678	2391
753.188	2391
732.253	2391
725.322	2391
733.795	2391
527.596	2391
772.184	2390
667.735	2390
782.834	2389
858.173	2389
896.232	2388
941.069	2388
804.727	2388
596.174	2388
821.399	2388
716.203	2388
728.712	2388
791.836	2388
830.492	2388
801.229	2388
835.117	2387
726.727	2387
842.647	2387
628.221	2387
674.336	2387
786.303	2387
727.323	2387
765.761	2387
588.804	2387
713.791	2387
897.641	2387
749.775	2386
845.643	2386
751.792	2386
918.735	2386
768.362	2386
631.711	2386
767.156	2386
561.854	2386
616.659	2386
899.534	2385
611.233	2385
735.744	2385
552.706	2384
586.23	2384
833.744	2384
815.149	2384
732.735	2383
740.158	2383
810.204	2383
787.701	2383
793.808	2383
843.828	2383
684.221	2383
921.122	2382
841.773	2382
953.221	2382
844.176	2382
623.706	2382
544.195	2381
963.539	2381
759.728	2381
670.732	2381
710.191	2380
891.688	2380
674.263	2380
913.729	2380
448.734	2380
788.694	2379
685.725	2379
906.609	2379
705.31	2379
734.323	2379
707.668	2379
646.302	2379
629.747	2379
689.705	2379
673.723	2378
686.302	2378
691.19	2378
823.732	2378
662.302	2377
728.739	2377
814.642	2377
798.692	2376
674.235	2376
655.795	2376
824.665	2376
666.689	2376
793.256	2376
695.726	2376
980.581	2376
690.295	2376
836.785	2375
1001.614	2375
833.133	2375
536.788	2375
557.679	2375
779.137	2374
825.768	2374
1072.197	2374
704.319	2374
760.42	2374
782.672	2374
892.202	2374
732.659	2374
748.265	2374
897.687	2373
744.222	2373
735.322	2372
717.662	2372
815.67	2372
743.636	2372
886.262	2372
472.774	2372
654.74	2372
591.801	2372
748.178	2372
558.756	2371
691.134	2371
675.778	2371
634.757	2371
613.187	2371
755.743	2371
627.706	2370
777.129	2370
710.782	2370
750.766	2370
621.755	2370
663.753	2369
832.066	2369
558.23	2369
651.767	2369
682.279	2369
691.825	2369
595.648	2369
900.178	2368
623.393	2368
713.733	2368
790.641	2368
874.592	2368
654.77	2368
745.205	2368
729.652	2368
595.216	2368
995.775	2368
706.89	2368
594.779	2368
817.649	2367
695.826	2367
732.196	2367
673.178	2367
769.202	2367
526.237	2367
845.732	2367
732.779	2366
812.742	2366
707.779	2366
658.185	2366
721.682	2366
601.218	2366
752.158	2365
877.682	2365
790.763	2365
715.728	2365
727.705	2365
569.238	2365
663.294	2364
679.26	2364
746.748	2364
797.234	2364
688.233	2364
679.753	2364
825.631	2364
645.775	2364
787.269	2363
899.665	2363
865.293	2363
1147.997	2362
631.206	2362
595.266	2362
891.609	2362
605.263	2362
825.453	2361
809.757	2361
636.822	2361
596.217	2360
847.194	2360
754.727	2360
834.626	2360
728.324	2360
773.788	2360
658.708	2360
795.728	2359
756.319	2359
752.136	2359
801.702	2359
915.103	2358
729.176	2358
744.951	2358
949.761	2357
840.633	2357
824.267	2357
796.196	2357
820.737	2357
582.801	2357
788.41	2357
801.201	2357
745.2	2357
955.636	2357
756.315	2357
752.237	2357
654.755	2357
644.734	2356
990.001	2356
782.726	2356
794.293	2356
802.825	2356
799.727	2356
719.177	2355
686.186	2355
849.609	2355
761.733	2355
827.677	2355
660.329	2355
817.216	2355
757.738	2354
805.662	2354
624.794	2354
870.622	2354
837.575	2354
713.795	2354
866.037	2354
596.754	2354
827.254	2354
671.248	2354
688.758	2354
629.216	2354
876.607	2353
796.235	2353
721.197	2353
732.756	2353
771.73	2353
680.732	2353
589.174	2353
414.271	2353
692.772	2352
842.582	2352
718.362	2352
580.751	2352
728.292	2351
880.714	2351
675.77	2351
726.28	2351
913.678	2351
781.784	2351
661.209	2351
461.7	2351
746.135	2350
1167.575	2350
619.757	2350
746.879	2350
872.72	2350
698.726	2350
682.762	2350
809.667	2350
562.757	2349
783.634	2349
895.075	2349
662.688	2349
609.37	2349
729.16	2349
798.651	2349
850.094	2349
763.379	2349
639.761	2348
696.365	2348
803.724	2348
794.757	2348
697.747	2348
861.618	2348
844.066	2348
803.758	2348
687.346	2348
808.261	2348
740.799	2348
633.747	2348
686.241	2348
423.751	2348
848.637	2347
978.646	2347
899.996	2347
704.751	2347
710.683	2347
750.178	2347
667.139	2347
784.761	2346
792.728	2346
512.313	2346
876.827	2345
831.74	2345
626.718	2345
747.772	2345
538.747	2344
789.769	2344
720.236	2344
628.18	2344
821.245	2344
659.767	2344
904.745	2344
722.66	2343
668.806	2343
769.182	2343
756.191	2343
493.778	2342
800.22	2342
680.778	2342
659.791	2342
713.417	2341
804.334	2341
662.768	2341
601.276	2341
823.67	2341
693.865	2341
1021.077	2341
675.229	2340
746.747	2340
828.146	2340
726.774	2340
449.75	2339
843.132	2339
852.067	2339
876.643	2339
709.217	2339
928.153	2339
769.649	2339
728.165	2339
652.158	2339
770.219	2339
650.423	2339
625.771	2339
638.758	2339
462.146	2338
873.674	2338
740.863	2338
976.834	2338
779.696	2338
814.178	2338
743.847	2338
660.733	2338
796.434	2338
598.719	2338
782.684	2337
628.262	2337
682.225	2337
680.192	2337
736.76	2337
792.677	2337
691.149	2337
1012.169	2336
856.73	2336
681.323	2336
713.151	2336
814.237	2336
865.748	2336
798.258	2336
704.741	2336
813.719	2336
849.203	2336
749.188	2336
572.729	2336
750.698	2336
444.729	2336
776.356	2335
783.697	2335
835.148	2335
707.175	2335
792.393	2335
838.692	2334
677.711	2334
841.139	2334
730.789	2334
689.795	2334
781.381	2334
692.744	2334
545.82	2334
507.72	2333
814.668	2333
633.714	2333
709.736	2333
642.423	2333
625.275	2332
547.785	2332
772.655	2332
780.272	2332
716.785	2332
860.734	2332
629.301	2332
471.849	2332
569.292	2332
735.679	2332
696.227	2332
916.39	2331
788.782	2331
432.812	2331
838.831	2331
720.848	2330
760.797	2330
749.195	2330
641.826	2330
790.792	2330
824.823	2330
713.171	2330
836.707	2330
782.7	2330
891.188	2330
802.703	2330
710.824	2329
928.65	2329
679.673	2329
692.115	2329
894.218	2329
829.708	2329
709.846	2328
814.689	2328
1012.079	2328
821.766	2328
680.298	2328
888.037	2328
650.797	2327
656.182	2327
842.756	2327
578.754	2327
513.639	2327
747.74	2326
1004.693	2326
879.706	2326
752.754	2326
753.128	2326
794.622	2326
760.745	2326
792.775	2325
755.196	2325
733.676	2325
775.73	2325
433.331	2325
720.38	2325
798.696	2324
781.189	2324
717.291	2324
599.776	2324
502.688	2324
876.333	2323
718.855	2323
832.178	2323
657.187	2323
727.222	2323
1015.266	2323
654.179	2323
639.829	2323
853.145	2322
777.185	2322
609.717	2322
813.303	2322
725.716	2322
825.281	2322
794.734	2322
842.716	2322
797.705	2321
757.779	2321
675.244	2321
847.643	2321
730.364	2321
732.816	2321
651.72	2320
709.83	2320
692.265	2320
690.289	2320
477.674	2320
776.271	2319
566.749	2319
606.276	2319
860.215	2319
768.342	2319
604.784	2319
747.163	2318
700.216	2318
706.721	2318
728.093	2318
712.724	2318
647.793	2318
680.274	2317
951.656	2317
727.219	2317
721.759	2317
700.727	2317
679.569	2317
847.714	2316
814.731	2316
753.686	2316
641.821	2316
980.595	2316
1265.176	2316
707.323	2315
862.237	2315
806.725	2315
552.709	2315
747.651	2315
778.717	2315
695.791	2315
755.711	2315
975.784	2314
573.772	2314
805.773	2314
724.146	2314
754.241	2313
753.613	2313
962.111	2313
813.105	2313
670.381	2312
728.184	2312
678.276	2312
672.867	2312
629.213	2312
898.697	2312
797.745	2312
777.192	2312
728.769	2312
850.812	2311
781.242	2311
707.244	2311
660.852	2311
600.723	2311
692.212	2311
802.645	2310
835.736	2310
796.651	2310
654.749	2310
754.708	2310
712.722	2309
